DogID,Energy_A,Energy_G,Peak_A,Peak_G,Cross_Mean_A,Cross_Mean_G,ANorm,GNorm,FilteredANorm,FilteredGNorm,Behavior,F1_Score
16.0,9.2828118310602e-06,0.33787258207886384,0.185,0.195,78.0,78.0,1.1126267687710916,73.60994052997356,-0.004233212769900629,-0.0637503271813061,3,0.8053970105411595
16.0,2.597030359326004e-05,0.4482157098325261,-0.19,-0.19,78.0,78.0,1.086562060101953,71.54448727780898,-0.005752118602876162,0.49308271785035795,3,0.8053970105411595
16.0,2.0932121743473056e-05,0.3584925549834631,0.20500000000000002,0.2,80.0,80.0,1.0385329887278498,69.15705135806833,-0.0002263104384477626,0.29393113075327754,3,0.8053970105411595
16.0,1.636766271528549e-05,0.4051572723253658,0.21,0.19,82.0,80.0,1.0001507737616364,67.87381939970865,0.005381091196989771,-0.18321114813612632,3,0.8053970105411595
16.0,6.399501271905704e-05,0.825594508810197,0.2,0.20500000000000002,82.0,84.0,0.976461188271198,68.30002410065374,0.004041420112889515,-0.26408098535023844,3,0.8053970105411595
16.0,1.0231282592891881e-05,0.14568844788486662,0.2,0.20500000000000002,80.0,82.0,0.9427557043433893,66.26988607862451,-0.002313135980698974,-0.03471725257961641,3,0.8053970105411595
16.0,1.529336915258311e-05,0.34388732769155356,0.185,0.20500000000000002,76.0,78.0,0.9016408084082042,60.69868721637997,-0.005335559844619576,0.0692211877142491,3,0.8053970105411595
16.0,4.1060387895189584e-05,0.25797139911248446,0.195,0.2,76.0,78.0,0.8396572939556948,56.50117936252519,-0.0013463564140716382,0.038581591102069754,3,0.8053970105411595
16.0,1.750416883222195e-05,0.6758977482211154,0.19,-0.195,76.0,78.0,0.7918929802965802,60.25118554109057,0.003957153808884572,0.10122039612513181,3,0.8053970105411595
16.0,9.680746384211285e-06,0.18982029398462097,0.195,0.19,76.0,76.0,0.7685060559247403,70.53247186027528,0.0035961043502131507,0.13569248525842484,3,0.8053970105411595
16.0,1.583200924865111e-05,1.0608024719180031,0.195,0.19,80.0,80.0,0.7876646628172422,80.79504150175576,-0.0012739197528665385,-0.09849991223513335,3,0.8053970105411595
16.0,2.2131145618067716e-05,0.5408274247669601,0.20500000000000002,0.21,80.0,80.0,0.8768340156181215,86.4753736769916,-0.00374565827726496,-0.33785225051680806,3,0.8053970105411595
16.0,1.3761595875134792e-05,0.1284083026172535,-0.195,0.19,78.0,78.0,0.9958229774131545,82.2542702060392,-0.0011109333642447033,-0.10181563164857813,3,0.8053970105411595
16.0,9.323738634476904e-06,0.08579074427084052,0.20500000000000002,0.215,78.0,78.0,1.0542312728756438,68.34552931313158,0.0022594440251837134,0.40232922584030834,3,0.8053970105411595
16.0,2.356050270590204e-06,0.005617013795881278,0.19,0.21,78.0,80.0,1.0100939224393939,51.74818991746371,0.0020543604220638542,0.3928911307428204,3,0.8053970105411595
16.0,5.516321770385752e-07,0.0010681584690934753,0.2,0.2,78.0,82.0,0.9262627275433251,37.16648374487914,-0.00044182551336913374,-0.24697213254619607,3,0.8053970105411595
16.0,8.574679458968717e-08,0.0010097597353042977,0.195,0.21,78.0,78.0,0.8769381881786196,27.899457785429988,-0.0015681390219649568,-0.5999315482985316,3,0.8053970105411595
16.0,7.068086486994952e-08,0.0009679336989628253,-0.185,0.19,78.0,76.0,0.8798541766861142,39.19859712981036,-0.0006213242473753592,-0.07301828659457495,3,0.8053970105411595
16.0,5.813108906286459e-08,0.0007544201329543327,0.20500000000000002,-0.21,78.0,78.0,0.9679890159629911,55.268501567584714,0.00043560718345786074,0.584094609300341,3,0.8053970105411595
16.0,2.812146727883604e-07,0.0013911180120459593,0.19,0.19,78.0,78.0,1.1051251867272776,62.71281056955542,0.0005448007532713701,0.3779201810409627,3,0.8053970105411595
16.0,3.014186793092721e-06,0.04112962837674629,0.2,0.19,78.0,76.0,1.2056158428960695,64.6627272849565,0.00034541324190650154,-0.3696401141413241,3,0.8053970105411595
16.0,2.583145628218417e-05,0.3347104947135239,0.195,0.195,76.0,78.0,1.232008612412673,71.72986134096922,0.0002289076445778883,-0.5285884378401412,3,0.8053970105411595
16.0,1.467308311348432e-05,6.550433724310133,0.19,0.195,76.0,78.0,1.1917322405746185,83.71075045661742,-0.00022711635496246141,0.07797745310511438,3,0.8053970105411595
16.0,1.2593546167365732e-07,0.0017538593995423902,0.195,-0.185,78.0,80.0,1.1323591278287113,94.12574814298273,-0.0008237754740997573,0.48008249605109404,3,0.8053970105411595
16.0,1.0203450421688823e-07,0.0022337418856834767,0.21,0.2,82.0,80.0,1.1005429936149702,99.58633103619152,-0.0005096778892969426,0.13430954197572958,3,0.8053970105411595
16.0,1.409333356433597e-07,0.0023592019705694057,0.20500000000000002,0.195,80.0,78.0,1.1165569885939544,100.90200666768922,0.0007431960538270269,-0.320565920141344,3,0.8053970105411595
16.0,2.6609715402314815e-06,0.008877183173085898,0.195,0.185,78.0,78.0,1.1578700689079928,102.65699231887999,0.0012686692736806017,-0.19511088746563665,3,0.8053970105411595
16.0,3.3150457321867033e-07,0.007988312399017731,0.19,0.19,78.0,78.0,1.170397853764693,102.92445173891659,5.261417882104688e-05,0.19733481391969263,3,0.8053970105411595
16.0,2.025637705147063e-06,0.009241399196200577,-0.195,0.19,78.0,78.0,1.1352085171676611,103.04145923159037,-0.0013849955938547416,0.17912141434241002,3,0.8053970105411595
16.0,1.1977219591849512e-07,0.002195993899761802,0.195,0.195,78.0,78.0,1.0923969220951695,102.3177130718046,-0.000974663920595591,-0.16261169423573654,3,0.8053970105411595
16.0,4.580559268819422e-07,0.0014538109587228897,-0.19,0.19,78.0,76.0,1.0414264237578188,96.86558428344485,0.0007898325006485527,-0.19326487105489845,3,0.8053970105411595
16.0,2.0444917584649787e-07,0.011896040691847874,0.19,0.195,80.0,78.0,0.9726270202359176,88.5457529630641,0.0014629411396162395,0.16795662065255385,3,0.8053970105411595
16.0,2.88241061445232e-07,0.003995576089596295,0.195,-0.19,82.0,78.0,0.9196150621232777,78.75781322121236,0.00013954686520926564,0.3024384888765167,3,0.8053970105411595
16.0,1.7057837869819293e-07,0.0023842281909589374,0.195,0.195,80.0,78.0,0.885816051909763,71.65233629645276,-0.0013260722398910126,-0.08189735280628307,3,0.8053970105411595
16.0,1.151393218840633e-07,0.006840675644185948,0.2,-0.195,80.0,78.0,0.8860912900694826,74.49613096330233,-0.0009538868404859542,-0.42616159822354116,3,0.8053970105411595
16.0,2.2513548955483454e-07,0.0024436105690720192,0.19,-0.19,76.0,78.0,0.9226822491031244,85.59208934641433,0.0006985555500626016,-0.15477378535862915,3,0.8053970105411595
16.0,1.043085119237803e-07,0.004410683649579022,0.195,0.2,76.0,78.0,0.9884783503962036,95.48463234773052,0.0013354334526044021,0.41001088071126673,3,0.8053970105411595
16.0,1.1946150988071705e-07,0.00414735059011467,0.195,0.19,78.0,78.0,1.0655580064182335,97.17703257723574,3.469943745985415e-05,0.45765946511781447,3,0.8053970105411595
16.0,6.970342330684142e-07,0.007953602546531076,0.21,0.21,80.0,80.0,1.1154380232881609,91.01659593720517,-0.0013742970549106414,-0.15017530678984,3,0.8053970105411595
16.0,4.4935839453176617e-07,0.0068876732847712495,0.20500000000000002,0.2,78.0,82.0,1.1250790494263059,78.37561952687317,-0.0007220151256612759,-0.6252908746416316,3,0.8053970105411595
16.0,1.1464613019278302e-07,0.0012189257312427155,0.2,0.2,78.0,80.0,1.110077201184224,62.875700884766836,0.001216266068764427,-0.2863077390312187,3,0.8053970105411595
16.0,1.4418367021010306e-07,0.0006606920673636454,-0.20500000000000002,0.20500000000000002,80.0,80.0,1.0673275964051525,47.99247154722368,0.001445097080761616,0.48897565906923357,3,0.8053970105411595
16.0,1.2627751975153857e-07,0.004011916149661946,0.19,0.2,78.0,82.0,1.0020249208677396,37.45753820766919,-0.0007575549166574867,0.6791461911144365,3,0.8053970105411595
16.0,1.4120821358391257e-07,0.0028776109500200557,0.19,0.195,78.0,80.0,0.9224192933639236,36.54719823392246,-0.0021533919278077574,-0.05046409812760976,3,0.8053970105411595
16.0,7.661074439996703e-08,0.0023262310514900564,0.195,0.20500000000000002,80.0,76.0,0.8663106663743672,46.8710072219816,-0.00019258751000580352,-0.7984682364630626,3,0.8053970105411595
16.0,3.799661967251529e-07,0.0037743707568128194,0.195,0.2,78.0,80.0,0.8738115969097686,63.35987928119753,0.0025234222685494843,-0.5169908860793189,3,0.8053970105411595
16.0,2.6958418015851584e-07,0.006274295843526033,0.185,0.19,78.0,78.0,0.9084484388422933,76.3567790511239,0.0016289379062408682,0.5201640090563872,3,0.8053970105411595
16.0,1.7112862570822964e-07,0.002952996805230751,0.2,0.195,80.0,78.0,0.9492560429826087,80.21211355198037,-0.002063391163466181,0.9150930058192249,3,0.8053970105411595
16.0,1.562259211769758e-07,0.002395544820760776,-0.19,-0.195,80.0,82.0,0.9913561570268277,71.93629658543401,-0.0031107702479082405,0.03267918727492744,3,0.8053970105411595
16.0,1.803974410189347e-06,0.004730188006813234,0.19,-0.195,80.0,80.0,1.0110688187660621,60.93684369248635,0.0004495797875298237,-0.9562646761202644,3,0.8053970105411595
16.0,1.0828753801468083e-07,0.0010597222927136711,0.2,0.21,80.0,80.0,0.9947872930581693,65.50037656062037,0.0037067131342099747,-0.6177616585327954,3,0.8053970105411595
16.0,4.4559947927926516e-08,0.0009419211986744399,0.195,0.195,80.0,80.0,0.9875862179339078,94.38937039830985,0.0018493857698750425,0.6184791963783399,3,0.8053970105411595
16.0,1.486707167803459e-07,0.002251422045087583,0.195,0.195,78.0,78.0,1.010660675497469,126.76850957596726,-0.002731869266560805,0.9778116237082012,3,0.8053970105411595
16.0,9.127501011279575e-08,0.0016741274956756714,0.185,0.19,76.0,78.0,1.1018437776150483,144.51650817945082,-0.0037315752874128357,-0.06272297976187818,3,0.8053970105411595
16.0,1.0578261157786562e-07,0.0012500470044045611,0.195,0.195,76.0,76.0,1.20017945379264,144.7887947830792,0.00029721655661989785,-0.9791656463374423,3,0.8053970105411595
16.0,5.968960190912316e-08,0.0010868461742096628,0.19,0.2,76.0,76.0,1.1979994146521944,137.150320366796,0.004031462130736872,-0.4622987883971397,3,0.8053970105411595
16.0,5.195538632314887e-07,0.033483570277860406,0.195,0.2,78.0,78.0,1.0982578606962028,121.86478883209838,0.002513674865012234,0.6832952762221151,3,0.8053970105411595
16.0,1.568693251863633e-07,0.005486673367022101,0.195,0.195,76.0,78.0,1.0361576802272905,102.79023690765601,-0.0023259064856747916,0.7992180210333533,3,0.8053970105411595
16.0,1.0584611327239397e-07,0.0011086515198618794,0.19,0.195,76.0,80.0,0.9259037747692791,94.63520011653975,-0.004108636623294037,-0.21709473143489982,3,0.8053970105411595
16.0,8.067555223893406e-08,0.0012945817569100782,0.195,-0.195,80.0,76.0,0.9215911481372855,95.9180304826619,-0.0004712952065511956,-0.8696385199330361,3,0.8053970105411595
16.0,1.0084218017027496e-07,0.0014892537613733047,0.19,0.19,78.0,76.0,1.0389993792519803,94.87792872971004,0.0035658466594445668,-0.25694736070025553,3,0.8053970105411595
16.0,1.9625229945368882e-07,0.0006013058173736486,0.195,0.195,78.0,78.0,1.1268939257423478,92.83833473355693,0.0026160319769837933,0.70059807308139,3,0.8053970105411595
16.0,4.0595690211871723e-07,0.0011996534090969557,0.19,-0.215,80.0,78.0,1.1350723838509156,94.55303038264144,-0.0014067982056815607,0.6243730795390431,3,0.8053970105411595
16.0,4.247351946167963e-07,0.0030758060122601173,0.20500000000000002,0.2,76.0,80.0,1.141695832856107,96.39190805201034,-0.0027435183549336427,-0.3585972479156954,3,0.8053970105411595
